         11521085 function calls (10993404 primitive calls) in 5.859 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       83    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:135(__init__)
      431    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:519(gep)
       66    0.000    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:1266(_pass_manager_builder)
       66    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:32(_parse_refprune_flags)
      442    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1075(_expand_aliases)
      366    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:446(get_null_value)
      742    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:767(<genexpr>)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/analysis.py:702(must_use_alloca)
       66    0.000    0.000    0.072    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:732(add_llvm_module)
      387    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/collections/__init__.py:442(_make)
       19    0.000    0.000    0.008    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:374(basic_indexing)
      207    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1014(__repr__)
      387    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/__init__.py:193(__init__)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler.py:625(define_typed_pipeline)
      104    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1695(fork)
      342    0.000    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/postproc.py:38(cfg)
  213/211    0.000    0.000    0.009    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/typed/__init__.py:10(__getattr__)
       67    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:365(__setitem__)
       37    0.000    0.000    0.014    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:1422(to_native_value)
     1676    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/debuginfo.py:70(mark_location)
     1900    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler_machinery.py:143(get_required_set)
      107    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:424(call)
     1400    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:949(module)
      624    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:615(__hash__)
     1593    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      462    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1113(propagate_refined_type)
      110    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/targetconfig.py:215(inherit_if_not_set)
      855    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:119(args)
      220    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/context.py:13(__init__)
     1003    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir_utils.py:1535(require)
      508    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/packer.py:140(_flatten)
       94    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:2182(op_LOAD_CONST)
    38/21    0.000    0.000    0.766    0.036 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:233(lower_normal_function)
      808    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:353(__init__)
     1715    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:851(get_animated)
      246    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:419(__init__)
       76    0.000    0.000    0.012    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:48(get_abi_size)
      220    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:169(__enter__)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/environment.py:17(from_fndesc)
      330    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/functools.py:741(is_related)
      213    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1035(_resolve_name)
      467    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/common.py:4(_encode_string)
      393    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:392(cached)
      374    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/_collections.py:20(__missing__)
       38    0.000    0.000    0.011    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler.py:566(define_nopython_pipeline)
       89    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:218(position_before)
      173    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/dispatcher.py:1070(_get_dispatcher_for_current_target)
      744    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/utils.py:433(__getitem__)
       38    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/transforms.py:524(find_setupwiths)
      383    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/pathlib.py:515(_from_parsed_parts)
      183    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
       39    0.000    0.000    0.029    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:1323(_scan_and_fix_unresolved_refs)
       38    0.000    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/bytecode.py:331(__init__)
      770    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir_utils.py:2376(is_pop_block)
      239    0.000    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:1169(make_overload_method_template)
      105    0.000    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/packer.py:97(<listcomp>)
      120    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:665(__init__)
      152    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler_machinery.py:227(_debug_init)
      140    0.000    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:342(resolve_module_constants)
      770    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir_utils.py:2360(is_setup_with)
      139    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:316(__init__)
      101    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/inline_closurecall.py:184(_inline_stencil)
       71    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:43(set_range_metadata)
       76    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/numbers.py:1256(literal_int_to_number)
      387    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/__init__.py:221(_for)
      144    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir_utils.py:1678(find_const)
      228    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler_machinery.py:386(walk)
      460    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:606(__eq__)
      105    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:124(name)
       66    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/passmanagers.py:725(__init__)
       38    0.000    0.000    0.029    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/untyped_passes.py:244(run_pass)
      375    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/_functools.py:99(wrapper)
       50    0.000    0.000    0.008    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/pprint.py:470(_pprint_default_dict)
      217    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
      207    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/contextlib.py:522(_push_cm_exit)
      115    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1833(insert_block)
        1    0.000    0.000    0.013    0.013 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/unicode.py:1(<module>)
      466    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/inspect.py:755(_is_wrapper)
      115    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1558(_end_current_block)
      598    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/__init__.py:118(valid)
       66    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:145(data_layout)
      128    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:66(_best_signature)
     1223    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/inspect.py:2751(kind)
       72    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:320(if_else)
      620    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/itanium_mangler.py:75(<genexpr>)
       38    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/untyped_passes.py:265(run_pass)
       43    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/functools.py:660(_c3_merge)
       76    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:62(register)
      534    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/abstract.py:28(_on_type_disposal)
    41/23    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/re/_parser.py:449(_parse_sub)
      168    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/typeof.py:130(_typeof_int)
       32    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:47(wrapped)
     1604    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
   110/38    0.000    0.000    0.155    0.004 {built-in method builtins.__import__}
      556    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:37(__init__)
      559    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1839(_str_equal)
       81    0.000    0.000    0.000    0.000 <frozen genericpath>:69(commonprefix)
      231    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:519(__init__)
      255    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:1147(add_linking_libs)
      219    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:82(lock)
      276    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/event.py:312(install_listener)
      501    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/target_extension.py:46(current_target)
       38    0.000    0.000    0.011    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ssa.py:145(_find_defs_violators)
      473    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:139(append)
       38    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typed_passes.py:541(run_pass)
       55    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:590(__init__)
       68    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:1499(__or__)
       41    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typed_passes.py:676(_get_attr_info)
      693    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/callconv.py:60(__init__)
      704    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
      142    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1768(__init__)
      412    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/functools.py:65(wraps)
       22    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cpu.py:293(finalize)
      113    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/rewrites/static_raise.py:46(match)
      378    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/module.py:145(get_unique_name)
       48    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/decorators.py:26(jit)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:714(__eq__)
     1495    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
